name,nation,cls,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
Hurricane_Mk_I/L,Britain,Aviation,2.7,2.3,2.0,422.0,1111.0,1195.0,False,100,20,100,90,100,70
I-15_M-22,USSR,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,60
I-15_WR,USSR,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,60
I-153_M-62,USSR,Aviation,1.7,2.0,2.0,287.0,823.0,1110.0,False,100,10,100,40,100,60
I-153_M-62_(China),China,Aviation,1.7,2.0,2.0,324.0,698.0,1559.0,False,100,10,100,40,100,70
I-15bis,USSR,Aviation,1.0,1.0,1.0,149.0,237.0,386.0,False,100,10,100,30,100,70
I-15bis_(China),China,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,50
I-15R,USSR,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,50
I-16_Chung_28,China,Aviation,1.3,1.3,1.3,162.0,361.0,187.0,False,100,10,100,40,100,130
I-16_type_10,USSR,Aviation,1.7,1.7,1.7,615.0,1410.0,1110.0,False,106,20,106,80,106,180
I-16_type_10_(China),China,Aviation,1.7,1.7,1.7,600.0,1815.0,1515.0,False,106,20,106,60,106,130
I-16_type_18,USSR,Aviation,2.0,2.0,2.0,615.0,1560.0,2550.0,False,106,20,106,70,106,120
I-16_type_24,USSR,Aviation,2.0,2.3,2.7,600.0,1695.0,1515.0,False,106,20,106,90,106,130
I-16_type_5,USSR,Aviation,1.3,1.3,1.3,361.0,861.0,499.0,False,100,20,100,70,100,190
I-16_type_5_(China),China,Aviation,1.3,1.3,1.3,324.0,1123.0,798.0,False,100,10,100,40,100,180
I-29,USSR,Aviation,2.7,2.7,2.3,640.0,1560.0,1800.0,True,212,40,212,140,212,200
Iacobi%27s_J8A,Sweden,Aviation,1.3,1.0,1.3,150.0,370.0,300.0,True,150,20,150,80,150,120
J11,Sweden,Aviation,1.3,1.3,1.3,175.0,326.0,363.0,False,100,10,100,50,100,90
J1N1,Japan,Aviation,1.7,2.0,2.3,510.0,1315.0,3575.0,False,106,40,106,110,106,160
J6B,Sweden,Aviation,1.0,1.0,1.0,,,,False,100,10,100,30,100,60
J8A,Sweden,Aviation,1.0,1.0,1.0,,,,False,100,10,100,30,100,50
Ju_87_B-2,Germany,Aviation,1.7,1.7,1.3,365.0,516.0,730.0,False,100,30,100,110,100,180
Ju_87_R-2,Germany,Aviation,1.7,1.7,1.7,541.0,705.0,982.0,False,106,40,106,110,106,160
Ju_87_R-2_(Italy),Italy,Aviation,1.7,1.7,1.7,553.0,692.0,1057.0,False,106,50,106,130,106,220
Ju_88_A-1,Germany,Aviation,2.7,2.0,2.7,1107.0,2908.0,2366.0,False,118,80,118,240,118,300
Ju_88_A-4,Germany,Aviation,2.7,2.3,2.7,1145.0,3046.0,3071.0,False,118,40,118,140,118,150
Ju_88_C-6,Germany,Aviation,2.7,2.7,2.7,727.0,1851.0,1864.0,False,112,60,112,200,112,140
Ki-10-I,Japan,Aviation,1.0,1.0,1.0,,,,False,100,10,100,30,100,110
Ki-10-I_C,Japan,Aviation,1.0,1.0,1.0,,,,False,100,10,100,40,100,50
Ki-10-II,Japan,Aviation,1.0,1.0,1.0,,,,False,100,10,100,40,100,100
Ki-10-II_C,Japan,Aviation,1.0,1.0,1.0,112.0,262.0,299.0,False,100,10,100,30,100,60
Ki-21-I_hei,Japan,Aviation,2.0,1.7,1.7,370.0,990.0,870.0,True,200,20,200,120,200,180
Ki-21-Ia,Japan,Aviation,2.0,1.7,1.7,226.0,516.0,440.0,False,100,20,100,60,100,60
Ki-27_otsu,Japan,Aviation,1.3,1.3,1.3,149.0,411.0,374.0,False,100,10,100,40,100,70
Ki-27_otsu_(China),China,Aviation,1.3,1.3,1.3,224.0,798.0,861.0,False,100,20,100,50,100,90
Ki-32,Japan,Aviation,1.3,1.3,1.3,352.0,667.0,1384.0,False,100,30,100,110,100,110
Ki-45_ko,Japan,Aviation,2.0,2.3,2.7,706.0,1951.0,1926.0,False,112,50,112,200,112,240
LaGG-3-11,USSR,Aviation,2.3,2.0,2.0,496.0,890.0,941.0,False,106,40,106,120,106,250
LaGG-3-23,USSR,Aviation,2.3,2.3,2.3,510.0,870.0,820.0,True,212,40,212,220,212,260
LaGG-3-4,USSR,Aviation,2.3,2.3,2.0,570.0,1380.0,1260.0,True,212,60,212,220,212,260
LaGG-3-8,USSR,Aviation,2.3,2.0,1.7,343.0,763.0,585.0,False,100,20,100,100,100,180
M.S.405C1,France,Aviation,1.7,1.7,1.7,316.0,986.0,936.0,False,100,20,100,60,100,90
M.S.406C1,France,Aviation,2.0,2.0,2.0,480.0,1505.0,2024.0,False,106,30,106,110,106,200
Marcolin%27s_C.R.42_CN,Italy,Aviation,1.3,1.3,1.3,150.0,280.0,320.0,True,150,40,150,60,150,160
Marcolin%27s_C.R.42_CN_(Germany),Germany,Aviation,1.3,1.3,1.3,290.0,660.0,880.0,True,200,40,200,120,200,180
Martin_139WC,China,Aviation,1.7,1.3,1.7,474.0,1185.0,1247.0,False,100,30,100,100,100,180
Martin_167-A3,France,Aviation,2.3,2.3,2.3,616.0,1410.0,1762.0,False,106,60,106,170,106,220
MBR-2-M-34,USSR,Aviation,1.0,1.0,1.0,360.0,790.0,870.0,True,200,40,200,140,200,180
N.C.223.3,France,Aviation,2.3,2.3,2.3,759.0,1986.0,1644.0,False,106,30,106,120,106,110
Nimrod_Mk_I,Britain,Aviation,1.0,1.0,1.0,,,,False,100,10,100,60,100,110
Nimrod_Mk_II,Britain,Aviation,1.0,1.0,1.0,137.0,361.0,299.0,False,100,20,100,60,100,60
OS2U-1,USA,Aviation,1.0,1.0,1.0,138.0,88.0,88.0,False,100,30,100,90,100,140
OS2U-3,USA,Aviation,1.0,1.0,1.0,138.0,88.0,302.0,False,100,30,100,90,100,60
P-26A-33,USA,Aviation,1.0,1.0,1.0,,,,False,100,20,100,70,100,110
P-26A-34,USA,Aviation,1.0,1.0,1.0,360.0,720.0,870.0,True,200,40,200,80,200,180
P-26A-34_M2,USA,Aviation,1.0,1.0,1.3,,,,False,100,10,100,40,100,100
P-26B-35,USA,Aviation,1.0,1.0,1.0,,,,False,100,20,100,60,100,110
P-36A,USA,Aviation,1.7,1.3,1.7,366.0,822.0,746.0,False,100,30,100,90,100,180
P-36C,USA,Aviation,2.0,1.7,2.0,518.0,1252.0,1644.0,False,106,30,106,70,106,100
P-36G,USA,Aviation,2.3,2.3,2.7,746.0,2011.0,2099.0,False,112,40,112,140,112,140
Pallier%27s_D.510,France,Aviation,1.3,1.3,1.3,170.0,390.0,430.0,True,150,20,150,60,150,100
PBY-5_Catalina,USA,Aviation,2.0,1.7,2.0,784.0,1075.0,1391.0,False,106,70,106,170,106,260
PBY-5a_Catalina,USA,Aviation,2.0,1.7,2.0,885.0,2277.0,2542.0,False,112,80,112,200,112,220
PBY-5a_Catalina_(USSR),USSR,Aviation,1.7,1.7,2.0,700.0,1780.0,1500.0,True,212,100,212,280,212,260
Po-2,USSR,Aviation,1.0,1.0,1.0,189.0,82.0,390.0,False,100,40,100,90,100,100
Po-2_Night_Witch,USSR,Aviation,1.0,1.0,1.0,156.0,324.0,300.0,False,100,20,100,50,100,60
Potez_630,France,Aviation,1.7,1.7,1.7,341.0,986.0,948.0,False,100,10,100,50,100,90
Potez_633,France,Aviation,1.3,1.7,1.7,579.0,1510.0,2014.0,False,106,50,106,160,106,180
Rasmussen%27s_P-36A,USA,Aviation,1.3,1.3,1.7,354.0,733.0,1391.0,False,100,40,100,90,100,160
Re.2000_G.A.,Italy,Aviation,2.0,2.0,2.0,489.0,1154.0,1393.0,False,106,30,106,100,106,180
Re.2000_serie_1,Italy,Aviation,2.0,2.0,2.0,476.0,1380.0,1380.0,False,106,30,106,110,106,150
Re.2002_Early,Italy,Aviation,2.3,2.3,2.3,695.0,1555.0,1644.0,False,112,40,112,170,112,330
S.81,Italy,Aviation,1.3,1.3,1.3,465.0,1107.0,1007.0,False,100,30,100,80,100,60
SB_2M-100,USSR,Aviation,1.7,1.7,1.7,491.0,651.0,909.0,False,100,40,100,120,100,180
SB_2M-103,USSR,Aviation,2.0,2.0,2.3,663.0,1683.0,1351.0,False,106,40,106,160,106,170
SB_2M-103_MV-3,USSR,Aviation,2.3,2.3,2.3,848.0,589.0,2421.0,False,118,60,118,240,118,200
SB_2M-103U,USSR,Aviation,2.7,2.3,2.3,1173.0,2633.0,2383.0,False,118,70,118,180,118,200
SB_2M-103U_MV-3,USSR,Aviation,2.7,2.3,2.3,898.0,1622.0,1996.0,False,112,60,112,200,112,220
SB_2M-105,USSR,Aviation,3.3,2.7,2.7,848.0,1859.0,2059.0,False,112,70,112,200,112,160
SB2U-2,USA,Aviation,1.3,1.3,1.3,402.0,352.0,188.0,False,100,40,100,120,100,190
SB2U-3,USA,Aviation,1.7,1.7,1.7,381.0,508.0,267.0,False,100,30,100,70,100,190
SBD-3,USA,Aviation,2.0,2.3,1.7,543.0,974.0,974.0,False,106,40,106,120,106,270
Sea_Gladiator_Mk_I,Britain,Aviation,1.0,1.0,1.0,324.0,661.0,823.0,False,100,20,100,70,100,190
Su-2_(M-82),USSR,Aviation,2.0,2.7,2.7,478.0,1070.0,1372.0,False,106,20,106,110,106,110
Su-2_MV-5,USSR,Aviation,1.7,1.7,2.0,289.0,503.0,742.0,False,100,10,100,70,100,90
Su-2_TSS-1,USSR,Aviation,1.7,2.0,1.7,415.0,893.0,2140.0,False,106,20,106,120,106,210
Sunderland_Mk_IIIa,Britain,Aviation,2.0,1.7,1.7,465.0,1435.0,1196.0,False,100,40,100,90,100,140
Swordfish_Mk_I,Britain,Aviation,1.0,1.0,1.0,198.0,173.0,260.0,False,100,40,100,90,100,110
Tandem_MAI,USSR,Aviation,2.0,2.0,2.0,450.0,1700.0,1260.0,True,212,40,212,180,212,260
TB-3M-17-32,USSR,Aviation,1.3,1.3,1.3,540.0,2300.0,1260.0,True,212,60,212,140,212,260
TBD-1,USA,Aviation,1.7,1.3,1.7,417.0,556.0,670.0,False,100,40,100,110,100,190
Thach%27s_F2A-1,USA,Aviation,2.0,2.3,2.3,360.0,990.0,650.0,True,200,40,200,100,200,220
Tuck%27s_Gladiator_Mk_II,Britain,Aviation,1.3,1.0,1.3,190.0,430.0,540.0,True,150,40,150,100,150,100
V-156-B1,Britain,Aviation,1.3,1.3,1.3,201.0,201.0,188.0,False,100,20,100,60,100,120
V-156-F,France,Aviation,1.3,1.3,1.3,214.0,302.0,402.0,False,100,30,100,80,100,180
Wirraway_(Great_Britain),Britain,Aviation,1.3,1.3,1.3,320.0,610.0,1100.0,True,200,40,200,120,200,180
Yak-1,USSR,Aviation,2.3,2.3,2.7,531.0,1151.0,1366.0,False,106,30,106,110,106,110
Yak-2_KABB,USSR,Aviation,2.3,2.3,2.7,670.0,1239.0,1454.0,False,112,50,112,130,112,140
Yak-4,USSR,Aviation,2.3,2.3,2.3,1082.0,1762.0,2266.0,False,118,80,118,240,118,270
Zhukovsky%27s_I-153-M62,USSR,Aviation,1.7,2.0,2.0,170.0,360.0,380.0,True,150,20,150,60,150,80
A-20G-25,USA,Aviation,2.7,3.0,3.0,941.0,2187.0,2035.0,False,118,70,118,200,118,200
A-35B_(France),France,Aviation,3.3,3.0,3.3,1399.0,2302.0,2544.0,False,130,110,130,250,130,370
A-36,USA,Aviation,2.7,3.0,2.7,953.0,1945.0,2183.0,False,118,50,118,140,118,210
A6M2,Japan,Aviation,3.7,3.3,3.3,1631.0,5856.0,4844.0,False,130,90,130,260,130,230
A6M2_mod._11,Japan,Aviation,3.3,3.3,3.3,1404.0,4313.0,3567.0,False,124,90,124,250,124,250
A6M2-N,Japan,Aviation,2.7,2.3,2.3,721.0,1695.0,1783.0,False,112,50,112,160,112,300
Avenger_Mk_II_(Great_Britain),Britain,Aviation,2.3,3.0,2.7,1180.0,1200.0,2500.0,True,248,140,248,500,248,480
B-25J-1,USA,Aviation,3.7,4.0,3.7,1773.0,3572.0,4189.0,False,130,120,130,310,130,280
B-34,USA,Aviation,2.7,2.7,2.7,892.0,2769.0,1940.0,False,112,60,112,150,112,150
B17A,Sweden,Aviation,2.0,2.0,2.0,667.0,1510.0,1636.0,False,112,40,112,140,112,270
B18A,Sweden,Aviation,2.0,2.7,2.0,775.0,2416.0,2416.0,False,112,30,112,130,112,200
B5N2,Japan,Aviation,1.3,1.7,2.3,711.0,973.0,2121.0,False,112,50,112,200,112,310
Beaufighter_Mk_VIc,Britain,Aviation,3.0,3.0,3.3,872.0,2479.0,2150.0,False,118,90,118,240,118,250
Bf_109_B-1,Germany,Aviation,1.3,1.3,1.3,673.0,1747.0,1996.0,False,112,40,112,150,112,280
Bf_109_E-1,Germany,Aviation,1.7,2.3,2.0,698.0,2134.0,1659.0,False,112,40,112,130,112,150
Bf_109_E-3,Germany,Aviation,2.7,2.7,2.7,986.0,2909.0,2352.0,False,118,60,118,200,118,220
Bf_109_E-4,Germany,Aviation,3.0,3.0,3.0,1049.0,3149.0,2530.0,False,118,40,118,150,118,150
Bf_109_E-7_(Japan),Japan,Aviation,3.0,3.0,2.7,1310.0,3670.0,2940.0,True,248,160,248,500,248,560
Bf_109_E-7/U2,Germany,Aviation,3.0,3.0,3.0,1210.0,2780.0,2260.0,True,236,60,236,200,236,200
Bf_109_F-1,Germany,Aviation,3.0,2.3,3.3,1302.0,3883.0,2934.0,False,124,80,124,240,124,270
Bf_109_F-2,Germany,Aviation,3.0,3.0,3.3,1619.0,4174.0,4263.0,False,130,90,130,250,130,250
Bf_110_C-6,Germany,Aviation,3.0,3.0,3.0,1500.0,2980.0,2470.0,True,248,100,248,320,248,400
Bf_110_C-7,Germany,Aviation,3.0,3.0,3.0,1213.0,1953.0,2094.0,False,124,80,124,170,124,240
Bf_110_F-2,Germany,Aviation,3.3,3.3,3.3,1468.0,2962.0,2720.0,False,130,90,130,240,130,280
Bf_110_G-2,Germany,Aviation,3.7,3.7,3.7,1738.0,2693.0,3569.0,False,136,90,136,190,136,260
Boomerang_Mk_I_(Great_Britain),Britain,Aviation,3.3,3.0,2.7,1580.0,5060.0,2190.0,True,260,140,260,520,260,400
Boomerang_Mk_II_(Great_Britain),Britain,Aviation,3.3,3.0,2.7,1460.0,4600.0,2500.0,True,260,120,260,500,260,420
Boston_Mk_I_(Great_Britain),Britain,Aviation,2.3,2.3,2.3,880.0,1060.0,1850.0,True,224,200,224,400,224,400
Breda_88_(P.XI),Italy,Aviation,2.0,1.7,2.0,647.0,1245.0,1868.0,False,112,70,112,150,112,290
BV_238,Germany,Aviation,3.7,3.7,4.0,1980.0,6900.0,3500.0,True,260,140,260,340,260,280
C.202,Italy,Aviation,2.3,2.3,2.3,695.0,2137.0,1454.0,False,112,50,112,140,112,250
C.202EC,Italy,Aviation,3.0,3.3,3.0,1144.0,2747.0,1844.0,False,118,40,118,120,118,150
Corsair_F_Mk_II_(Great_Britain),Britain,Aviation,2.7,2.7,3.3,1600.0,4690.0,3360.0,True,260,120,260,320,260,500
D.520_(Great_Britain),Britain,Aviation,3.0,2.7,2.3,1210.0,4400.0,2300.0,True,248,100,248,400,248,480
D.521_(Great_Britain),Britain,Aviation,3.3,2.7,2.7,1429.0,3567.0,2732.0,False,124,60,124,240,124,280
D4Y1,Japan,Aviation,2.3,2.3,2.3,1561.0,2266.0,2895.0,False,130,140,130,310,130,460
D4Y2,Japan,Aviation,2.7,2.7,2.7,1674.0,2140.0,3902.0,False,130,140,130,310,130,420
D4Y3_Ko,Japan,Aviation,3.0,3.0,3.0,2024.0,3124.0,3795.0,False,136,100,136,320,136,480
DB-3A_(China),China,Aviation,2.7,2.7,2.7,1372.0,3269.0,2870.0,False,118,60,118,230,118,150
DB-3B,USSR,Aviation,2.7,2.7,2.7,1485.0,2820.0,3300.0,False,118,80,118,240,118,170
DB-7_(Great_Britain),Britain,Aviation,2.3,2.3,2.3,880.0,1060.0,1850.0,True,224,200,224,400,224,400
F4F-3,USA,Aviation,2.7,2.7,3.0,690.0,2108.0,1882.0,False,112,40,112,130,112,190
F4F-4,USA,Aviation,3.0,2.7,3.0,916.0,3514.0,3263.0,False,118,50,118,150,118,250
F4U-1A,USA,Aviation,2.7,2.7,3.3,1217.0,3514.0,2510.0,False,124,70,124,200,124,350
F4U-1A_(Japan),Japan,Aviation,2.7,2.7,3.3,1530.0,4390.0,2000.0,True,260,160,260,440,260,580
F4U-1A_(USMC),USA,Aviation,3.0,3.3,3.3,1468.0,5785.0,4643.0,False,130,80,130,270,130,260
F6F-5,USA,Aviation,3.0,3.7,3.7,1380.0,2472.0,3325.0,False,130,70,130,190,130,280
Fw_190_A-1,Germany,Aviation,3.7,3.3,3.3,1568.0,4604.0,3908.0,False,130,90,130,300,130,280
Fw_190_A-4,Germany,Aviation,4.3,4.3,4.0,1848.0,5431.0,5007.0,False,136,80,136,290,136,240
Fw_200_C-1,Germany,Aviation,2.7,2.3,3.0,2071.0,4417.0,5566.0,False,136,150,136,320,136,350
G4M1,Japan,Aviation,3.0,2.7,3.0,1454.0,1315.0,3795.0,False,124,150,124,290,124,400
H-81A-2,China,Aviation,2.0,2.3,2.3,1110.0,1960.0,2800.0,True,236,60,236,200,236,360
H8K3,Japan,Aviation,3.7,3.3,4.0,1990.0,5100.0,3500.0,True,260,120,260,500,260,360
Halifax_B_Mk_IIIa,Britain,Aviation,4.0,4.0,4.3,2495.0,6052.0,5990.0,False,142,110,142,340,142,310
He_100_D-1,Germany,Aviation,1.7,2.0,2.0,673.0,2084.0,1247.0,False,112,40,112,160,112,290
He_111_H-6,Germany,Aviation,2.7,2.7,2.7,1896.0,3843.0,4367.0,False,130,100,130,310,130,250
Hudson_Mk_V_(Great_Britain),Britain,Aviation,2.3,2.0,2.0,750.0,1760.0,1500.0,True,224,140,224,280,224,240
Hurricane_Mk_IIB_(USSR),USSR,Aviation,3.0,3.0,3.0,770.0,1400.0,1600.0,True,224,60,224,240,224,240
Hurricane_Mk_IIB/Trop,Britain,Aviation,2.3,2.0,2.0,761.0,1597.0,1647.0,False,112,40,112,100,112,130
Hurricane_Mk_IV,Britain,Aviation,2.3,2.0,2.0,1017.0,1610.0,2601.0,False,118,80,118,190,118,280
I-153P,USSR,Aviation,3.3,2.7,2.3,1320.0,2860.0,1100.0,True,248,180,248,460,248,420
I-16_type_27,USSR,Aviation,3.3,2.7,2.7,1467.0,3858.0,2403.0,False,130,90,130,240,130,490
