name,nation,cls,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
He_51_B-1,Germany,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,40.0,100.0,110.0
He_51_B-2/H,Germany,Aviation,1.0,1.0,1.0,390.0,790.0,700.0,True,200.0,40.0,200.0,140.0,200.0,140.0
He_51_C-1,Germany,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,30.0,100.0,70.0
He_51_C-1/L,Germany,Aviation,1.0,1.0,1.0,209.0,356.0,467.0,False,100.0,10.0,100.0,30.0,100.0,90.0
Hs_123_A-1,Germany,Aviation,1.3,1.3,1.3,262.0,287.0,300.0,False,100.0,20.0,100.0,60.0,100.0,110.0
Hs_123_A-1_(China),China,Aviation,1.3,1.3,1.3,250.0,287.0,362.0,False,100.0,20.0,100.0,40.0,100.0,120.0
I-15_M-22,USSR,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,20.0,100.0,70.0
I-15_WR,USSR,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,20.0,100.0,60.0
I-153_M-62,USSR,Aviation,1.7,2.0,2.0,475.0,1138.0,1251.0,False,100.0,10.0,100.0,40.0,100.0,60.0
I-153_M-62_(China),China,Aviation,1.7,2.0,2.0,462.0,925.0,1626.0,False,100.0,10.0,100.0,30.0,100.0,60.0
I-15bis,USSR,Aviation,1.0,1.0,1.0,225.0,325.0,512.0,False,100.0,10.0,100.0,30.0,100.0,70.0
I-15bis_(China),China,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,20.0,100.0,100.0
I-15R,USSR,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,20.0,100.0,60.0
I-16_Chung_28_(China),China,Aviation,1.3,1.3,1.3,237.0,537.0,287.0,False,100.0,10.0,100.0,40.0,100.0,140.0
I-16_type_10,USSR,Aviation,1.7,1.7,1.7,616.0,1338.0,1112.0,False,100.0,10.0,100.0,50.0,100.0,120.0
I-16_type_10_(China),China,Aviation,1.7,1.7,1.7,767.0,2406.0,1503.0,False,106.0,20.0,106.0,60.0,106.0,100.0
I-16_type_18,USSR,Aviation,2.0,2.0,2.0,872.0,2406.0,2240.0,False,106.0,20.0,106.0,60.0,106.0,80.0
I-16_type_24,USSR,Aviation,2.0,2.3,2.7,887.0,2105.0,1879.0,False,106.0,20.0,106.0,70.0,106.0,160.0
I-16_type_5,USSR,Aviation,1.3,1.3,1.3,262.0,462.0,663.0,False,100.0,10.0,100.0,40.0,100.0,140.0
I-16_type_5_(China),China,Aviation,1.3,1.3,1.3,500.0,1726.0,1225.0,False,100.0,10.0,100.0,40.0,100.0,120.0
I-29,USSR,Aviation,2.7,2.7,2.3,900.0,2100.0,1400.0,True,212.0,40.0,212.0,100.0,212.0,160.0
Iacobi%27s_J8A,Sweden,Aviation,1.3,1.0,1.3,260.0,490.0,320.0,True,150.0,20.0,150.0,60.0,150.0,40.0
J11,Sweden,Aviation,1.3,1.3,1.3,301.0,577.0,640.0,False,100.0,20.0,100.0,60.0,100.0,110.0
J1N1,Japan,Aviation,1.7,2.0,2.3,460.0,1266.0,2174.0,False,100.0,20.0,100.0,60.0,100.0,130.0
J6B,Sweden,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,20.0,100.0,60.0
J8A,Sweden,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,20.0,100.0,30.0
Ju_87_B-2,Germany,Aviation,1.3,1.3,1.3,517.0,668.0,1034.0,False,100.0,30.0,100.0,100.0,100.0,160.0
Ju_87_R-2,Germany,Aviation,1.3,1.3,1.3,706.0,907.0,1097.0,False,106.0,40.0,106.0,100.0,106.0,170.0
Ju_87_R-2_(Italy),Italy,Aviation,1.3,1.3,1.3,706.0,933.0,1387.0,False,100.0,30.0,100.0,70.0,100.0,120.0
Ju_88_A-1,Germany,Aviation,2.7,2.0,2.7,870.0,2269.0,1916.0,False,106.0,40.0,106.0,120.0,106.0,190.0
Ju_88_A-4,Germany,Aviation,2.7,2.3,2.7,1109.0,2572.0,2572.0,False,112.0,30.0,112.0,100.0,112.0,110.0
Ju_88_C-6,Germany,Aviation,2.7,2.7,2.7,1099.0,2685.0,1790.0,False,112.0,50.0,112.0,160.0,112.0,140.0
Ki-10-I,Japan,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,30.0,100.0,90.0
Ki-10-I_C,Japan,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,30.0,100.0,90.0
Ki-10-II,Japan,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,20.0,100.0,100.0
Ki-10-II_C,Japan,Aviation,1.0,1.0,1.0,212.0,412.0,350.0,False,100.0,10.0,100.0,30.0,100.0,90.0
Ki-21-I_hei,Japan,Aviation,2.3,2.0,1.7,530.0,1500.0,960.0,True,200.0,40.0,200.0,100.0,200.0,140.0
Ki-21-Ia,Japan,Aviation,2.0,1.7,1.7,529.0,1513.0,1651.0,False,100.0,30.0,100.0,80.0,100.0,70.0
Ki-27_otsu,Japan,Aviation,1.3,1.3,1.3,212.0,675.0,500.0,False,100.0,10.0,100.0,30.0,100.0,60.0
Ki-27_otsu_(China),China,Aviation,1.3,1.3,1.3,400.0,1376.0,1376.0,False,106.0,30.0,106.0,70.0,106.0,260.0
Ki-27_otsu_Tachiarai,Japan,Aviation,1.3,1.3,1.3,540.0,1800.0,1300.0,True,200.0,40.0,200.0,80.0,200.0,160.0
Ki-32,Japan,Aviation,1.3,1.3,1.3,214.0,479.0,819.0,False,100.0,20.0,100.0,50.0,100.0,100.0
Ki-45_ko,Japan,Aviation,2.0,2.3,2.7,719.0,2197.0,1799.0,False,106.0,30.0,106.0,120.0,106.0,170.0
LaGG-3-23,USSR,Aviation,2.3,2.3,2.3,710.0,1200.0,1500.0,True,212.0,40.0,212.0,180.0,212.0,220.0
LaGG-3-4,USSR,Aviation,2.3,2.3,2.0,460.0,1400.0,1800.0,True,212.0,60.0,212.0,180.0,212.0,200.0
M.S.405C1,France,Aviation,1.7,1.7,1.7,772.0,2025.0,1139.0,False,106.0,20.0,106.0,100.0,106.0,270.0
Marcolin%27s_C.R.42_CN,Italy,Aviation,1.3,1.3,1.3,240.0,400.0,230.0,True,150.0,40.0,150.0,60.0,150.0,200.0
Marcolin%27s_C.R.42_CN_(Germany),Germany,Aviation,1.3,1.3,1.3,460.0,1000.0,960.0,True,200.0,40.0,200.0,100.0,200.0,140.0
Martin_139WC,China,Aviation,1.7,1.3,1.7,512.0,1501.0,1776.0,False,100.0,40.0,100.0,90.0,100.0,120.0
Martin_167-A3,France,Aviation,2.3,2.3,2.3,807.0,2143.0,2648.0,False,106.0,60.0,106.0,140.0,106.0,170.0
MBR-2-M-34,USSR,Aviation,1.0,1.0,1.0,440.0,1400.0,1300.0,True,200.0,40.0,200.0,120.0,200.0,140.0
N.C.223.3,France,Aviation,2.3,2.3,2.3,797.0,2468.0,2532.0,False,106.0,30.0,106.0,80.0,106.0,100.0
Nimrod_Mk_I,Britain,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,50.0,100.0,90.0
Nimrod_Mk_II,Britain,Aviation,1.0,1.0,1.0,225.0,475.0,400.0,False,100.0,10.0,100.0,60.0,100.0,140.0
OS2U-1,USA,Aviation,1.0,1.0,1.0,226.0,126.0,126.0,False,100.0,40.0,100.0,80.0,100.0,140.0
OS2U-3,USA,Aviation,1.0,1.0,1.0,466.0,403.0,554.0,False,100.0,40.0,100.0,110.0,100.0,70.0
P-26A-33,USA,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,60.0,100.0,110.0
P-26A-34,USA,Aviation,1.0,1.0,1.0,430.0,910.0,960.0,True,200.0,20.0,200.0,80.0,200.0,140.0
P-26A-34_M2,USA,Aviation,1.0,1.0,1.3,0.0,0.0,0.0,False,100.0,10.0,100.0,40.0,100.0,90.0
P-26B-35,USA,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,20.0,100.0,60.0,100.0,110.0
P-36A,USA,Aviation,1.7,1.3,1.7,253.0,506.0,708.0,False,100.0,10.0,100.0,50.0,100.0,140.0
P-36C,USA,Aviation,2.0,1.7,2.0,506.0,1392.0,1190.0,False,100.0,20.0,100.0,50.0,100.0,70.0
P-36G,USA,Aviation,2.3,2.3,2.7,759.0,2025.0,1962.0,False,106.0,20.0,106.0,80.0,106.0,90.0
Pallier%27s_D.510,France,Aviation,1.3,1.3,1.3,280.0,470.0,350.0,True,150.0,20.0,150.0,60.0,150.0,100.0
PBY-5_Catalina,USA,Aviation,2.0,1.7,2.0,443.0,1392.0,1240.0,False,100.0,50.0,100.0,110.0,100.0,160.0
PBY-5a_Catalina,USA,Aviation,2.0,1.7,2.0,759.0,1848.0,2278.0,False,106.0,60.0,106.0,140.0,106.0,170.0
PBY-5a_Catalina_(USSR),USSR,Aviation,1.7,1.7,2.0,990.0,2000.0,2300.0,True,212.0,120.0,212.0,280.0,212.0,300.0
Po-2,USSR,Aviation,1.0,1.0,1.0,284.0,142.0,390.0,False,100.0,40.0,100.0,80.0,100.0,110.0
Po-2_Night_Witch,USSR,Aviation,1.0,1.0,1.0,,,,False,,,,,,
Potez_630,France,Aviation,1.7,1.7,1.7,784.0,2101.0,1899.0,False,106.0,20.0,106.0,70.0,106.0,150.0
Potez_633,France,Aviation,1.3,1.7,1.7,567.0,1513.0,1765.0,False,100.0,30.0,100.0,80.0,100.0,120.0
Rasmussen%27s_P-36A,USA,Aviation,1.3,1.3,1.7,506.0,1126.0,1303.0,False,100.0,30.0,100.0,90.0,100.0,190.0
S.81,Italy,Aviation,1.3,1.3,1.3,277.0,617.0,882.0,False,100.0,20.0,100.0,40.0,100.0,60.0
SB_2M-100,USSR,Aviation,1.7,1.7,1.7,455.0,1120.0,1354.0,False,100.0,40.0,100.0,110.0,100.0,140.0
SB_2M-103,USSR,Aviation,2.0,2.0,2.3,738.0,2166.0,1846.0,False,106.0,40.0,106.0,130.0,106.0,130.0
SB_2M-103_MV-3,USSR,Aviation,2.3,2.0,2.3,1292.0,775.0,2708.0,False,118.0,50.0,118.0,220.0,118.0,160.0
SB_2M-103U,USSR,Aviation,2.7,2.3,2.3,1551.0,3502.0,3252.0,False,118.0,50.0,118.0,190.0,118.0,160.0
SB_2M-103U_MV-3,USSR,Aviation,2.7,2.3,2.3,1088.0,2627.0,2577.0,False,112.0,60.0,112.0,170.0,112.0,170.0
SB_2M-105,USSR,Aviation,3.3,2.7,2.7,1276.0,3002.0,2251.0,False,112.0,60.0,112.0,160.0,112.0,140.0
SB2U-2,USA,Aviation,1.3,1.3,1.3,290.0,264.0,252.0,False,100.0,30.0,100.0,70.0,100.0,140.0
SB2U-3,USA,Aviation,1.7,1.7,1.7,483.0,751.0,471.0,False,100.0,20.0,100.0,60.0,100.0,170.0
SBD-3,USA,Aviation,2.0,2.0,1.7,670.0,1266.0,1266.0,False,106.0,40.0,106.0,110.0,106.0,270.0
Sea_Gladiator_Mk_I,Britain,Aviation,1.0,1.0,1.0,512.0,1113.0,1175.0,False,100.0,20.0,100.0,60.0,100.0,190.0
Su-2_(M-82),USSR,Aviation,2.0,2.7,2.7,693.0,1765.0,1639.0,False,106.0,20.0,106.0,90.0,106.0,110.0
Su-2_MV-5,USSR,Aviation,1.7,1.7,2.0,416.0,769.0,882.0,False,100.0,20.0,100.0,60.0,100.0,80.0
Su-2_TSS-1,USSR,Aviation,1.7,2.0,1.7,517.0,1185.0,2522.0,False,106.0,20.0,106.0,90.0,106.0,120.0
Sunderland_Mk_IIIa,Britain,Aviation,2.0,1.7,1.7,743.0,2093.0,1891.0,False,106.0,60.0,106.0,120.0,106.0,180.0
Swordfish_Mk_I,Britain,Aviation,1.0,1.0,1.0,290.0,290.0,504.0,False,100.0,30.0,100.0,70.0,100.0,90.0
Swordfish_Mk_II,Britain,Aviation,1.0,1.0,1.0,520.0,560.0,1400.0,True,200.0,40.0,200.0,160.0,200.0,200.0
Tandem_MAI,USSR,Aviation,2.0,2.0,2.0,670.0,3300.0,1800.0,True,212.0,40.0,212.0,160.0,212.0,200.0
TB-3M-17-32,USSR,Aviation,1.3,1.3,1.3,1210.0,1700.0,1500.0,True,212.0,60.0,212.0,120.0,212.0,200.0
TBD-1,USA,Aviation,1.7,1.3,1.7,291.0,405.0,886.0,False,100.0,30.0,100.0,60.0,100.0,110.0
Thach%27s_F2A-1,USA,Aviation,2.0,2.3,2.3,470.0,1300.0,870.0,True,200.0,20.0,200.0,80.0,200.0,180.0
Tuck%27s_Gladiator_Mk_II,Britain,Aviation,1.3,1.0,1.3,280.0,520.0,540.0,True,150.0,20.0,150.0,100.0,150.0,140.0
V-11,China,Aviation,1.7,1.3,1.7,353.0,1487.0,1878.0,False,100.0,30.0,100.0,70.0,100.0,120.0
V-156-B1,Britain,Aviation,1.3,1.3,1.3,302.0,290.0,252.0,False,100.0,20.0,100.0,50.0,100.0,120.0
V-156-F,France,Aviation,1.3,1.3,1.3,315.0,542.0,542.0,False,100.0,20.0,100.0,50.0,100.0,140.0
Wirraway_(Great_Britain),Britain,Aviation,1.3,1.3,1.3,450.0,780.0,960.0,True,200.0,40.0,200.0,100.0,200.0,140.0
Yak-2_KABB,USSR,Aviation,2.3,2.3,2.7,721.0,1266.0,1772.0,False,106.0,30.0,106.0,80.0,106.0,80.0
Yak-4,USSR,Aviation,2.3,2.3,2.3,832.0,1891.0,3026.0,False,106.0,40.0,106.0,130.0,106.0,150.0
Zhukovsky%27s_I-153-M62,USSR,Aviation,1.7,2.0,2.0,280.0,520.0,410.0,True,150.0,20.0,150.0,60.0,150.0,80.0
A-20G-25,USA,Aviation,2.7,3.0,3.0,1718.0,4200.0,2673.0,False,124.0,80.0,124.0,200.0,124.0,240.0
A-35B_(France),France,Aviation,3.3,3.0,3.3,2113.0,3309.0,3309.0,False,130.0,90.0,130.0,200.0,130.0,330.0
A-36,USA,Aviation,2.7,3.0,2.7,1356.0,3140.0,3001.0,False,118.0,50.0,118.0,130.0,118.0,220.0
A6M2,Japan,Aviation,3.7,3.3,3.3,2291.0,6937.0,5456.0,False,130.0,80.0,130.0,210.0,130.0,230.0
A6M2_mod._11,Japan,Aviation,3.3,3.3,3.3,2050.0,5570.0,4013.0,False,124.0,70.0,124.0,210.0,124.0,290.0
A6M2-N,Japan,Aviation,2.7,2.3,2.3,1050.0,2532.0,2266.0,False,112.0,50.0,112.0,140.0,112.0,280.0
Avenger_Mk_II_(Great_Britain),Britain,Aviation,2.0,2.7,2.7,1800.0,1600.0,2900.0,True,248.0,160.0,248.0,500.0,248.0,460.0
B-25J-1,USA,Aviation,3.7,4.0,3.7,2211.0,5787.0,6237.0,False,130.0,110.0,130.0,270.0,130.0,220.0
B-34,USA,Aviation,2.7,2.7,2.7,1516.0,4367.0,3693.0,False,118.0,60.0,118.0,150.0,118.0,160.0
B17A,Sweden,Aviation,2.0,2.0,2.0,983.0,1891.0,2143.0,False,112.0,60.0,112.0,120.0,112.0,200.0
B18A,Sweden,Aviation,2.0,2.7,2.0,967.0,2546.0,4073.0,False,112.0,40.0,112.0,110.0,112.0,130.0
B6N1_Model_11,Japan,Aviation,1.7,2.0,2.0,983.0,2522.0,2269.0,False,112.0,60.0,112.0,190.0,112.0,180.0
B6N2_Model_12,Japan,Aviation,2.0,2.3,2.3,1213.0,2627.0,2627.0,False,118.0,70.0,118.0,220.0,118.0,180.0
B6N2a_Model_12Ko,Japan,Aviation,2.0,2.3,2.3,1772.0,3544.0,4304.0,False,124.0,70.0,124.0,270.0,124.0,220.0
Beaufighter_Mk_VIc,Britain,Aviation,3.0,3.0,3.3,1291.0,3734.0,3165.0,False,118.0,80.0,118.0,210.0,118.0,230.0
Beaufighter_Mk_X,Britain,Aviation,3.7,3.3,3.7,1908.0,4835.0,4809.0,False,130.0,110.0,130.0,290.0,130.0,420.0
Bf_109_E-3,Germany,Aviation,2.7,2.7,2.7,1050.0,2658.0,1772.0,False,112.0,50.0,112.0,140.0,112.0,150.0
